Indv_ID,ZLi7,ZB11,ZNa23,ZMg26,ZAl26,ZP31,ZS34,ZK39,ZCa44,ZFe54,ZMn55,ZCo59,ZNi60,ZCu63,ZZn66,ZAs75,ZRb85,ZSr88,ZMo98
114,-0.330548354,-0.608989742,0.084672073,-0.117275661,-0.342862959,-0.507747041,0.016272557,-0.246701118,-0.243140945,0.759569016,-0.526305793,-1.127407564,-0.649476937,-0.27935619,-0.829756261,-0.182939318,-0.451578957,-0.340489727,-0.458394439
115,-0.321582354,1.220892853,-0.209044543,0.238148493,-0.207409012,1.186295904,-0.54878465,0.640149134,0.680058965,-0.290437841,-0.324675466,-0.060053352,-0.288177769,1.512518723,-0.396956245,0.144417926,-0.111000751,0.950623707,0.364424853
116,-0.252878354,0.115728414,0.22874856,1.775333051,-0.271309498,0.422006901,-0.38059321,-0.106172614,0.943409104,-0.321011545,-0.408614126,-0.153400105,-0.382018448,0.478890132,1.891810954,-0.470464292,-0.581629493,0.87085547,0.481679222
117,-0.462016354,-0.797506277,-0.04689646,-1.276050591,-0.408627033,0.803336599,1.855444203,0.399194114,-1.385123992,-0.489888979,-0.728435433,-1.019242199,-1.018616132,0.047934161,-0.222912813,-0.724958761,0.394360723,-1.433407861,0.414889472
118,-0.475097354,0.230859869,0.023304947,1.750384031,-0.424740698,1.886417559,0.998727479,-0.579934017,0.428405768,-0.408832795,-0.844688594,-0.729747007,-1.092913175,0.073975686,0.048483827,-0.257664869,-0.236476371,0.815436379,-0.356723899
119,-0.350026354,1.040109651,0.385588363,0.699118253,-0.342753879,0.643899673,0.676268799,-0.590937209,1.233486278,-0.053760712,0.842476291,-0.887018279,-0.576034271,0.358229419,-0.439481741,2.513811779,-0.442184903,1.391590164,-0.589327677
120,-0.262689354,-0.68031229,-0.156720321,-1.044705004,-0.443776661,0.491920908,0.159989838,1.03128822,-1.104840866,-0.502235525,-1.000747212,-0.561815062,-0.839383211,0.073983331,-0.4773344,0.273481322,0.729479259,-1.129613195,-0.165890732
121,-0.291546354,-0.410997594,-0.012301464,-0.234517494,-0.30877477,-0.533961901,-1.062091719,-0.448822828,-0.045548803,-0.312729519,-0.692610552,-0.655501568,-0.672524544,-0.531138232,0.214588621,-0.343847797,-0.536827406,-0.20815014,-0.447910159
122,-0.010735354,0.014692479,-0.078141661,1.255645617,0.085874428,-0.534254273,-0.951107437,-0.5247082,0.107741818,0.039087808,1.199003162,0.017046891,0.287161078,-1.048371526,-0.336336596,0.169469424,-0.542265559,0.244496972,-0.992736281
123,-0.471651354,-1.319521643,0.017330261,-1.300585758,-0.481485657,0.05529632,0.247223967,0.094653604,-1.475959454,-0.673558652,-1.099810117,-0.796403333,-0.840191617,-0.661844129,-0.324274163,-1.01936912,0.210754769,-1.589883497,0.152451359
125,-0.530694354,-0.753265286,0.077613629,-0.828924913,-0.497018173,1.092966502,0.001384108,1.353286803,-1.443220556,-0.742840166,-1.117110928,-0.575889216,-1.420403213,1.908566058,-0.162435559,-0.787371093,1.079369548,-0.972912749,0.419001623
126,-0.548169354,0.334672042,-0.268079143,0.015814875,-0.431513113,1.877193509,0.069598165,3.234129852,-0.76148637,-0.6390421,-0.883359756,-0.556017902,-0.788578996,3.642015779,-0.350888616,-0.928274807,3.200485615,-0.304061946,-0.340221587
127,-0.432772354,0.12442153,-0.284337787,0.153840901,-0.413428155,-0.88686772,-0.242585507,-0.380404754,-0.66768836,-0.589902527,-0.562037374,-0.038229271,-0.332697694,-0.843742861,-0.592783875,-0.560249284,1.571792526,-0.169294922,-1.640260155
128,-0.454008354,-0.194621408,-0.293909001,0.678392468,-0.380190978,-0.520901759,0.148937435,-0.8533659,-0.046442231,-0.340580006,-0.802252319,-1.143140782,-0.509104136,-0.791624614,-0.785513768,-0.37387999,-0.498171024,-0.119551689,-0.617541228
130,-0.731583354,-0.763962454,-0.145248181,-0.795132559,-0.413825657,-0.927268018,0.492825848,0.623521933,-1.185498175,-0.490014069,-0.606568429,-0.314105554,-0.60053069,-0.949033434,0.019715893,-0.365574062,0.638765216,-0.859280582,-1.026124626
131,-0.491139354,-0.265264292,-0.301902544,0.43939236,-0.428876713,-0.287209371,0.477288203,-0.261821998,-0.578532092,-0.455919238,-0.550292001,-0.257387361,-0.290894294,-0.363625685,-0.989182672,-0.720802628,1.451809166,-0.447508631,-1.356392716
132,-0.452512354,-0.678453327,-0.119179636,0.020432117,-0.489965891,0.561866962,0.654979548,0.475224627,-0.749097188,-0.691768646,-0.728791229,-0.443909775,-0.55824468,0.039498639,-0.341162971,-0.405999655,0.719981876,-0.667744863,-0.797343937
134,-0.460047354,-0.13342225,0.074765481,-0.132833597,-0.374725894,-0.174560383,0.265213708,-0.295176563,-0.424587536,-0.473237929,-0.506220099,0.123806571,-0.734833454,-0.030703655,0.541556849,-0.288380755,0.534980658,-0.159070749,-1.334533786
135,-0.393126354,0.079577397,0.392541919,1.523262384,-0.414773343,1.00566703,-0.394617605,-0.173784934,1.035096258,-0.487982671,-0.27632613,-0.529369471,-0.074394378,0.257383989,0.996073135,-0.669082403,0.06011288,1.202971186,-0.356674465
136,-0.463406354,-0.496321151,0.439670478,-0.684241902,-0.478516533,0.315138018,-0.237243993,0.515616213,-1.409486437,-0.649500718,-0.865186153,-0.055696458,-0.611274099,0.967499479,0.040463614,-0.882586782,1.788355736,-1.258705001,-0.999517265
137,-0.497682354,-0.125697755,0.100861585,-0.685108813,-0.445088651,0.446201828,-0.624312672,-0.133840289,-1.578823349,-0.717807373,-0.766138281,0.345835517,-0.765508358,0.371942649,-0.696116896,-0.866961618,2.867010833,-1.475710916,-0.235780389
138,-0.338911354,-1.401123506,0.287282804,-0.57818037,-0.016156191,0.734245665,-0.070556924,1.781467323,-1.198407574,-0.413634743,-0.261400441,-0.466851565,-0.682903749,-0.488906871,0.087196046,-0.337665119,0.065810004,-0.334683195,1.564843445
139,-0.284830354,-1.271513375,-0.029896983,-0.842937336,-0.228673234,-0.767448449,-1.014590142,-0.256297873,-0.727977299,-0.045643379,-0.360315204,-0.441949129,-0.275408811,-0.951636887,0.048938776,-0.635966231,0.026030977,-1.155740928,0.413644347
140,-0.471684354,-1.046360129,0.038553495,-0.985258478,-0.300039358,-1.184855901,-1.428969699,-0.794930231,-0.558402685,-0.625992695,-0.6371398,-0.94714743,-0.740999719,-1.138866745,-0.194138252,-0.429137467,-0.802356439,-0.547025272,-0.000147195
141,-0.215608354,-0.52946593,0.020940021,-0.476236847,-0.261292779,-0.786328077,-0.5962512,-0.294245378,-0.310889312,-0.093541746,0.120117723,-0.175898693,-0.441906495,-0.693281284,-0.383392766,2.287076388,0.744790465,-0.378841835,-0.945092192
143,-0.433410354,-0.099202221,-0.508536377,-0.486062301,-0.496359319,-0.493141425,-0.800364448,0.073248836,-1.29606218,-0.689328437,-0.818968591,-0.792464734,-0.998881525,-1.103761398,-0.849456324,-0.301074054,0.823408797,-1.17880411,-0.3292568
144,-0.416932354,-0.95091185,-0.227689416,-0.948858846,-0.325854231,-1.226848243,-0.769773034,-0.917648522,-0.486263235,-0.019954675,-0.482638187,-0.756588449,0.110578856,-1.116265559,0.049701735,-0.337052372,-0.603127144,-0.858814443,-0.971104008
145,-0.262964354,-0.61904113,-0.212390888,-0.891761233,-0.261596907,-2.038396337,-2.28264619,-0.894946944,-0.460187113,-0.034184272,0.537179363,-0.068473096,0.789638152,-1.049727398,-0.383630181,-0.130339329,0.061599069,-0.925358555,-1.088826438
146,-0.552062354,-0.561544259,-0.24496195,-0.892247926,-0.473636231,0.641363453,0.114123403,0.501058315,-0.574254313,-0.645316389,-0.709533319,-0.722581035,-0.691415543,0.369865698,-0.731456706,-0.935613465,1.526367926,-0.925921019,1.026831701
147,-0.396664354,-0.571717711,-0.397859786,-0.179140468,-0.409066685,-0.379729209,-1.313884618,1.009978258,-0.889139704,-0.33430014,-0.89508719,-0.575193718,-0.645645337,-0.524328632,-0.985735875,-0.550714385,4.339477505,-0.598356188,-1.002236561
148,-0.429520354,-0.883295107,-0.434375177,-1.178240743,-0.426751234,-0.966927757,-0.737072904,-0.526877329,-0.62071461,-0.501395356,-0.803419358,-0.786882659,0.330295701,-1.347208468,0.457451778,-0.593225814,-0.613553612,-1.071255274,0.516836673
149,-0.400155354,-0.232569105,0.327568344,-0.58749552,-0.466739801,-1.113260726,-0.0556545,-0.935338614,-0.716554762,-0.507200986,-0.906888712,0.107979301,-0.246173088,-0.799436823,-0.108443125,-0.774749557,0.237158793,-1.170007968,-0.949762309
150,0.872292646,1.573795406,-0.010018067,1.133026962,-0.387824429,1.212703394,0.0137571,0.999461657,0.160404666,-0.368284802,-0.588826305,-0.090932723,0.015546851,0.703328346,0.653964615,-0.592304341,0.744591979,0.343523131,-0.032017677
151,-0.253735354,1.288259916,-0.106550099,0.395168094,-0.32605454,0.039007461,-0.104491788,0.077618244,-0.220851259,-0.313667671,-0.392932153,-0.153735432,0.257637363,0.694780415,-0.872210138,-0.351714968,-0.355085747,-0.292812566,-0.017057332
152,-0.226360354,-0.124422541,-0.129311525,0.084303499,-0.153828422,-0.950898279,-1.219283152,-0.291235452,-0.149112885,-0.132115478,-0.713886724,-0.401663816,-0.036051615,-1.352154206,-0.288394783,-0.131523729,-0.972485773,-0.486105229,0.399815645
153,-0.521449354,-0.702103887,0.134129309,-0.518700919,-0.488527935,-0.094153329,-0.30186182,-0.106320518,-1.049182969,-0.580055798,-1.007428277,-0.525593745,-0.544771601,-0.701149785,-0.752672772,-0.624167826,0.858388784,-0.801051949,-0.602328085
154,-0.379140354,-0.715760805,-0.182835804,-1.147045392,-0.423685827,-0.448327841,-0.85490615,0.095744877,-1.356875028,-0.326217289,-0.767868016,-0.934327218,-0.670124278,-0.596408004,-1.232083988,-0.457355339,-0.2008706,-1.41647001,-1.122760698
155,-0.119471354,-0.16579956,0.238004775,-0.511552575,-0.083356598,-0.898351765,-1.270379032,-0.294127099,-0.064979322,0.24982413,0.078970173,-0.556481846,0.439405439,-0.908605351,-0.755710479,0.032346875,-0.147679739,-0.497665654,-0.472684717
156,-0.323830354,-1.02698246,0.525596444,-1.45777583,-0.285970249,0.527242642,-1.330562285,0.712597758,-1.780361809,-0.489116468,-1.053599212,-0.893454391,-1.109722438,-0.618153138,-0.458670876,-0.526242104,1.878513099,-1.733412536,-0.394265173
157,-0.458769354,-1.085071346,0.327301888,-1.906651113,-0.423237389,0.626272643,-0.010876731,0.16764303,-1.433714995,-0.638019858,-0.930904364,-0.725040669,-0.67311307,-0.291870125,0.478255652,-0.607956289,0.590969126,-1.695477637,0.805279591
158,-0.347726354,-0.745055222,0.038473751,-1.07802549,-0.448380232,0.042109865,-0.296420843,0.272502969,-1.285949058,-0.590195152,-0.891090117,0.28119191,-0.890739379,-0.980181982,0.38873564,-0.499058358,0.218874911,-1.237102656,-0.356530438
159,-0.477295354,0.287573522,-0.061524717,0.805862308,-0.467945772,1.587519654,1.115644579,3.262562692,-0.731384575,-0.608646587,-0.932384537,-0.134830023,-1.002655041,1.773585882,1.209220196,-0.417446196,1.491556265,0.23879929,0.715678419
160,1.106726646,-0.92967011,-0.433985936,-0.255548653,1.057659759,-1.414640085,-1.552739605,-0.754670085,-0.372883453,1.727807848,-0.452032948,0.216577233,-0.250917913,-1.473911448,0.345781945,1.01745147,-0.672736991,-0.718528617,-0.852614944
161,-0.421034354,-0.983801464,-0.386040178,-0.80854266,-0.398384465,-1.052357214,-0.904935481,-0.473221364,-0.300708361,-0.300442155,-0.397719005,0.457074408,-0.291369543,-1.294283991,1.295349334,-0.441450891,-0.64609793,-0.660331789,-0.423561702
162,-0.743248354,-1.198551683,-0.056796876,-0.587959099,-0.405717137,-1.312718896,-0.052930737,0.300535486,-1.724648028,-0.457411418,-0.738465721,-0.391661676,-0.630945221,-1.576154597,-0.805396948,-0.623227748,-0.14004331,-1.604160651,0.427806615
164,-0.486142354,-1.037688029,0.101970014,-0.833881331,-0.448043446,-0.428201461,-1.818471313,0.029109906,-0.938836877,-0.501374076,-0.714381339,-0.576426252,-0.636834247,-0.818090988,-0.299619731,-0.274296763,-0.0592317,-1.257579054,0.303583696
165,-0.219666354,0.76944391,-0.341361685,0.902116517,-0.299053953,-0.549880077,-0.143119656,-0.502481265,0.162949352,-0.08954087,1.137428205,0.449134118,-0.186210808,-0.240248466,0.121811411,1.622937203,-0.386985701,0.226128666,-0.884550483
166,-0.516740354,0.672249388,-0.014934488,-0.079854047,-0.49626666,1.030070809,-0.109482143,0.952098592,-0.010850544,-0.39777374,-0.540500143,-0.562063581,-0.05383385,1.71255212,-0.866551383,0.089822469,0.883235315,0.002704739,-0.257787641
167,-0.382154354,0.313130559,0.249954053,-0.367215934,-0.392014666,0.291405832,-0.58912902,-0.28605545,-0.493922748,-0.438217188,-0.552570097,-0.402562277,-0.498365475,-0.076891081,-0.629831154,-0.048352811,0.115696088,-0.462650522,-0.949301391
169,-0.270915354,0.86465544,-0.006932437,-0.020433065,-0.370584323,1.179920204,0.248587411,0.703628411,-0.667317146,-0.49148208,-0.610397397,0.308482049,-0.581989006,0.492591462,0.271350361,-0.483374925,0.465027375,-0.650719908,1.535107713
172,-0.497416354,-0.59366539,-0.028288006,-0.953304273,-0.462962802,-0.409401106,-1.6636119,0.154900304,-1.192810594,-0.180962373,-0.600664468,-0.338895332,-0.274333562,-0.825337162,-1.2560576,-0.471381062,0.618963463,-1.0268545,-0.736017013
173,-0.439321354,-1.212426365,0.185651562,-0.232217319,-0.424169277,-0.82979867,-0.572933044,-0.624409587,-0.76452172,-0.614869378,-0.808394758,-0.852089695,-0.990768462,-0.354262491,-1.079217422,-0.742835777,-0.312652994,-0.803679934,-0.324524167
174,-0.305507354,2.526989701,0.548975588,0.385740657,-0.23553644,-0.6432362,1.388950413,-0.492482571,1.729259007,0.113946636,0.509754337,-0.891562147,-0.419281651,0.250970716,-0.734369255,-0.05609915,-0.551076942,1.433017571,-0.570150375
175,-0.044457354,0.651538181,-0.325218533,-0.265600303,-0.200412684,1.30859696,0.459102593,0.156231258,-0.359984498,0.271331778,-0.766894011,0.103929763,-0.266906206,1.791421518,2.215126351,-0.038002755,0.869852963,-0.489409167,-0.508099984
176,-0.810497354,0.712033619,0.264801922,-0.331726048,-0.473710179,0.2411582,1.653731926,0.872111132,-0.724307453,-0.076680966,0.103154243,-0.73174711,-0.300243779,0.279253033,-0.911573616,-0.609692918,0.763104964,-0.038506249,0.708561591
177,-0.711505354,-0.991440695,0.560759807,-0.842575528,-0.414992438,1.394147735,1.48219945,3.306604941,-1.356255306,-0.179246651,-0.545001272,-0.665785508,-0.132828047,1.257611983,-0.391239283,-0.508795667,0.956536044,-0.98793837,-0.180131313
178,-0.078521354,-1.083388965,-0.07247864,0.009254514,-0.126992909,0.289512461,0.11725373,1.058743568,-0.154805019,-0.310199388,-0.226898487,-0.000979746,-0.208631338,1.192931082,0.928076569,-0.659844574,1.889879731,-0.149852773,-0.726027505
179,-0.091050354,0.372209889,-0.405798248,-0.815504583,-0.161253921,-1.028480884,-0.01252594,-0.543308323,0.016787121,-0.206272737,-0.109544213,-0.61484124,-0.547106088,-1.396939934,-0.768879602,-0.528555905,0.424471249,-0.136773782,-1.194960598
180,-0.118381354,1.759247705,-0.383972299,-0.044350504,-0.246897789,-1.353584342,-1.132815414,-1.090671296,0.257817073,-0.008502068,1.238351485,-0.330151081,1.399333969,-0.375082016,-1.122601597,-0.503993869,0.553624966,-0.015196331,-1.915452298
181,0.171654646,-0.626956449,-0.061713304,-0.147260483,0.109508567,-1.279810316,-0.360511776,-1.567192726,1.313304853,0.37259175,0.359845668,-0.217197106,0.02865492,0.047398282,0.663848665,0.240568172,-0.71788657,0.807229331,-0.758038114
183,0.062676646,1.806449826,-0.050459882,1.138422298,-0.418953979,-0.018980133,0.607211053,-0.351219509,0.289231873,-0.096197053,-0.360604118,-1.031986965,-0.890000461,-0.008929485,-0.956773325,-0.118328496,-0.018248574,0.730545022,-0.342887703
184,-0.231764354,-0.391060463,-0.033819446,-0.61321967,-0.398906808,0.582101478,0.472551883,0.64685401,-0.1718107,-0.177069231,-0.711958955,-0.948512218,-0.207300791,0.731729501,-0.109430527,-0.672965386,0.229925932,-0.395756101,-0.121148793
185,0.368906646,-0.688983445,-0.22892756,1.219693939,0.248361256,-0.818679311,-0.593921811,-1.022528963,1.068321139,0.370949213,0.944201729,0.205463065,0.661890972,-0.890805782,0.870822131,0.421837166,0.087210719,0.875849743,-1.115035177
187,-0.020592354,-1.309801818,0.08547518,0.173256325,-0.12929009,-0.970113599,-1.147029486,0.598188299,-0.582617128,-0.396064399,1.956608159,0.826487513,0.188032058,-1.03085377,0.540041286,-0.375745016,0.279605554,-0.404178532,-0.884385661
189,-0.487088354,-0.519460317,0.019662558,-1.237761853,-0.426610689,1.200329472,0.404694352,1.274317645,-1.860901559,-0.706937811,-0.942379725,-0.709413051,-1.29596223,1.338874218,-0.546176196,2.213640939,4.856930753,-1.999509654,-0.580816064
193,-0.258688354,-0.997290352,-0.045030777,0.356708439,-0.236043528,-0.446870081,-1.046220394,0.277719466,-0.398419538,-0.271603746,-0.521455465,-0.291644611,-0.40168119,-0.492089454,-0.446119754,-0.31117345,0.048823204,-0.469644507,-0.251118058
194,-0.211399354,0.225383807,0.463727424,0.100307793,-0.227086265,-0.034112893,-0.411741671,-0.126955131,-0.426685442,-0.280944543,-0.25794427,0.491800029,0.268667465,-0.045868239,1.069625238,-0.345847762,1.72852284,-0.554335323,-0.875116815
196,-0.355997354,-2.035556442,-0.06743142,-1.705768394,-0.465628185,0.063675176,1.922483729,2.276012004,-1.665027686,-0.528756287,-0.742095377,-0.709704803,-1.186972089,2.150930254,-0.737695004,-0.704105513,1.441835513,-1.547533907,0.054884971
197,-0.317275354,1.451001459,-0.048924467,2.752584357,-0.273568778,-1.394400288,0.547193572,-1.422363986,2.018449242,-0.049300423,0.366294421,-0.705030353,0.436498493,-0.991297741,-1.058888017,-0.35541701,-0.33492166,1.674638759,-0.402992903
198,-0.424185354,1.935450702,0.099544278,1.966661181,-0.380262781,-0.452121967,0.392799855,0.061252604,1.097392715,-0.499918555,-0.464146649,-0.617244206,-0.113299718,0.103824376,-0.223988096,-0.894348794,0.909406587,1.190109325,-0.387576921
200,-0.178259354,0.008480863,0.637123056,2.107565917,-0.135368883,-0.619109292,-0.865353376,-1.136064374,0.619949331,-0.493168281,0.15045264,-0.280334058,-0.567804607,-1.012467993,0.594203143,-0.280122464,-0.482924372,0.767591234,-0.978216103
208,-0.451560354,-1.187000455,-0.211165156,-1.049497154,-0.599440462,2.137350313,2.056438027,3.095264884,-1.340146851,-0.790295671,-0.920441339,-0.937515816,-1.37818894,0.778609185,1.625607665,-0.833994902,1.565872163,-1.346688158,2.251544036
209,-0.315638354,1.89326733,-0.265255979,0.526220586,-0.278905331,-0.617181448,-1.151841627,-1.183138947,2.135336978,-0.386893042,0.600944895,-0.875799797,-0.103671191,-0.521572059,-1.00661525,-0.511823625,-1.039314855,1.823515365,-0.226750756
210,-0.363286354,-0.050147074,0.009002995,0.472937909,-0.418197014,-0.39842347,-0.364546436,-0.84619254,1.183935211,-0.34339206,-0.0996302,-1.303523876,-0.449043475,-0.630192634,-1.053735816,-0.663837145,-0.670777067,0.912290538,1.407343822
213,-0.437062354,-1.006816512,-0.369381803,-0.859531596,-0.461141261,0.361107492,0.218298383,0.512328196,-0.625919049,-0.631587357,-0.805765619,-1.328478741,-0.908655437,1.257723014,-0.606304824,-0.274181451,-0.181691477,-0.916624826,2.462071911
214,-0.622710354,-0.22822527,-0.060905322,0.395588885,-0.396794722,1.178014697,0.526641262,1.546353559,-0.206879136,-0.519855324,-0.432129577,-1.090848831,-0.654849793,0.752782677,-0.458299329,-0.429373816,0.545950505,0.494605324,1.362886761
215,-0.150727354,0.489274689,0.060154886,-0.169529968,-0.241771703,-0.536951415,-0.28041648,-0.237180242,0.690586405,-0.102832964,0.250198639,0.335111457,0.307627754,-0.199161061,2.06873102,-0.32512741,-0.436183959,0.253629378,-0.024730023
217,-0.191643354,2.032275202,0.098798098,0.115886104,-0.331842386,0.746320248,0.814122031,-0.711374361,1.484673796,0.08911022,-0.229574637,0.531728267,0.121003112,0.955240534,5.034079212,0.258934446,-1.002177429,0.73011357,1.800756739
218,-0.139678354,0.329403316,-0.315550003,1.483963116,0.310709806,3.821616152,2.31186728,1.631641488,0.332449284,0.183834774,1.044505382,0.334111963,0.523698874,0.951593536,1.874207721,0.268300058,-0.565332338,1.296396938,1.469661232
219,-0.462233354,1.279287509,0.064645025,0.711966924,-0.40730343,0.079214695,0.468528837,-0.502251191,1.302183929,-0.329032068,-0.266323224,-0.179897986,0.248716112,1.01206204,0.232739671,-0.390014653,-0.837961779,1.36455349,2.180532487
221,-0.110372354,-0.513312987,-0.376611498,-0.64723938,-0.115294908,0.215260689,0.193452138,0.719264468,0.040343597,-0.423575199,-0.409314584,-1.077711232,-0.805688929,-0.331279587,-0.462406414,-0.316422183,-0.040971497,0.187132456,0.718800304
222,-0.502417354,1.892360376,-0.508536377,0.434728942,-0.423502306,-0.394986056,0.321680632,-0.167958429,0.719270348,-0.344824414,0.192519587,-0.525669577,-0.525397428,0.290982672,-0.630741132,-0.233142905,0.696350696,0.870819576,-0.649953483
