Taxa,PC1,PC2,PC3,PC4,PC5
160_271_051__vDNAlon499A03_F07,-0.008889409,0.0094653,0.026407655,0.015727319,-0.057473455
160_271_052__vDNAlon499A03_G07,-0.0011851601,-0.037074253,0.01759693,0.020918697,0.0074014785
160_271_053__vDNAlon499A03_H07,-0.00443315,0.008967601,0.028356338,0.042983934,0.031456944
160_271_054__vDNAlon499A03_A08,-0.0039763125,0.020301778,-0.0149883805,0.005471041,-0.009004396
160_271_055__vDNAlon499A03_B08,-0.0042991154,-0.026531087,-0.011080418,0.030234836,0.025876608
160_271_056__vDNAlon499A03_C08,0.0039242604,0.04874614,-0.0487057,0.013666454,0.045626793
160_271_057__vDNAlon499A03_D08,-0.009708563,0.014820942,0.067877315,-0.035993177,-0.021074396
160_271_058__vDNAlon499A03_E08,0.0033335069,-0.0052890223,0.020691415,0.009383248,-0.035658818
160_271_059__vDNAlon499A03_F08,-0.0078790225,0.06497753,0.010804749,-0.007938695,-0.032273777
160_271_060__vDNAlon499A03_G08,0.0012291195,0.069197744,0.0064334515,0.007902538,-0.0069646304
160_271_061__vDNAlon499A03_H08,-0.001634889,0.05552227,-0.03586999,-0.012730301,0.03873134
160_271_062__vDNAlon499A03_A09,0.002140503,-0.032850776,0.032819506,0.06317607,-0.029596826
160_271_063__vDNAlon499A03_B09,-0.0011296539,0.026602242,-0.0072212173,-0.01749015,-0.023067504
160_271_064__vDNAlon499A03_C09,-0.0033787345,-0.049437683,0.04562717,-0.014889884,-0.038873482
160_271_065__vDNAlon499A03_D09,-2.9938982E-4,0.015370192,-0.045867495,-0.0539631,0.018903762
160_271_066__vDNAlon499A03_E09,-0.0027105226,0.021478659,-0.020383798,-0.0049628615,2.7645795E-4
160_271_067__vDNAlon499A03_F09,0.0058976263,0.010729085,-0.039011378,-0.030381419,-0.03758158
160_271_068__vDNAlon499A03_G09,-0.0077499086,-0.003106567,0.03120932,-0.042692173,-0.035697974
160_271_069__vDNAlon499A03_H09,0.0055987723,-0.022090526,-0.0709325,-0.019829724,0.011537093
160_271_070__vDNAlon499A03_A10,-0.008190112,0.012920332,0.0136529775,-0.05348379,-0.0052230037
160_271_071__vDNAlon499A03_B10,-3.240156E-4,-0.04314881,0.012732144,-0.015618505,0.020490333
160_271_072__vDNAlon499A03_C10,-0.0015661805,0.022418099,-0.031146597,-0.03656349,0.03640533
160_271_073__vDNAlon499A03_D10,-0.004208354,-0.016511288,0.021892797,-0.035517953,0.025812477
160_271_074__vDNAlon499A03_E10,-0.0020822624,0.06398718,0.009850951,-0.030717108,-0.024485221
160_271_075__vDNAlon499A03_F10,-0.0017846624,-0.0108182,0.014428102,0.02650596,0.031798556
160_271_076__vDNAlon499A03_G10,0.009955668,-0.050136376,-0.001265156,0.020284766,-0.0015148023
160_271_077__vDNAlon499A03_H10,-0.0027619768,-0.00377741,0.029901119,-0.014947026,-0.029562492
160_271_078__vDNAlon499A03_A11,0.0039592707,-0.057268623,-0.04559097,0.0035665492,0.0025287655
160_271_079__vDNAlon499A03_B11,0.0045510307,0.031033846,0.0059464034,0.035926633,-0.040174738
160_271_080__vDNAlon499A03_C11,-0.0015166772,0.03420408,-0.04585586,-0.014458567,0.026833545
160_271_081__vDNAlon499A03_D11,-0.0056549087,0.023724506,-0.0017734882,0.021859616,0.06617952
160_271_082__vDNAlon499A03_E11,-0.0014771577,0.04523886,0.01680663,-0.004808908,0.035430282
160_271_083__vDNAlon499A03_F11,7.123039E-4,-0.0483896,-0.017919132,-0.005352571,0.04487606
160_271_084__vDNAlon499A03_G11,-0.0061072465,-0.022211432,0.027396448,-0.0013918731,0.044833302
160_271_085__vDNAlon499A03_H11,0.0020847025,0.003094237,-0.041023184,-0.04612127,-0.027173067
160_271_086__vDNAlon499A03_A12,-0.0042497935,0.014941705,0.023305725,0.03175114,-0.0107685
160_271_087__vDNAlon499A03_B12,0.0028811684,0.022597983,-0.030120732,0.014346115,-0.027228538
160_271_088__vDNAlon499A03_C12,-0.0013716358,0.0018279942,-0.042040985,0.04692299,0.026290245
160_271_089__vDNAlon499A03_D12,7.9435784E-5,0.018140785,-0.07786176,-0.029391747,0.022510601
160_271_090__vDNAlon499A03_E12,4.287514E-4,-0.001982642,-0.039391503,-0.021241462,0.0067580626
160_271_091__vDNAlon499A03_F12,-0.0030398408,0.016482184,0.05137489,-0.013657446,0.010140932
160_271_092__vDNAlon499A03_G12,-0.005246047,0.02665831,0.016766999,0.016545065,0.0480741
160_271_093__vDNAlon499A03_H12,-0.0020999818,-0.029783126,0.022638327,-0.0330416,-0.008752953
160_271_094__vDNAlon500A04_A01,-0.007668782,0.020044284,0.06526487,-0.011769454,-0.016615937
160_271_095__vDNAlon500A04_B01,0.0055455924,0.027581923,-0.038733196,1.4035296E-4,-0.0045856372
160_271_096__vDNAlon500A04_C01,0.002273702,-0.020498704,0.0019366847,-0.044174165,0.017872298
160_271_097__vDNAlon500A04_D01,3.976037E-4,-0.021465592,1.908359E-4,-0.053122416,-0.011463699
160_271_098__vDNAlon500A04_E01,-0.0049390895,-0.04985106,3.0169627E-4,-0.011546818,-0.009183261
160_271_099__vDNAlon500A04_F01,-0.0018525558,-0.030217642,0.015680658,-0.020886378,0.026205834
160_271_100__vDNAlon500A04_G01,-0.0019628275,-0.050255142,0.0014393476,-0.018087631,-0.013361904
160_271_101__vDNAlon500A04_H01,0.0033628826,-0.032497,-0.0021950833,0.0022304133,-0.038663846
160_271_102__vDNAlon500A04_A02,0.006677072,-0.032743696,-0.03431456,-0.010388062,0.015100236
160_271_103__vDNAlon500A04_B02,0.0038371934,0.014536838,-0.01741229,0.043693904,-0.012246321
160_271_104__vDNAlon500A04_C02,-0.0028709334,-0.0397248,0.009082049,-0.020868668,0.06258648
160_271_105__vDNAlon500A04_D02,0.0063550104,-0.06746695,-0.005870138,0.018063623,-0.041280918
160_271_106__vDNAlon500A04_E02,-0.005514164,0.015021556,-0.033828247,0.014690119,0.05831105
160_271_107__vDNAlon500A04_F02,-9.966241E-4,0.040233295,0.005953654,0.020760013,0.004647056
160_271_108__vDNAlon500A04_G02,6.003548E-4,-0.017209774,-0.0027524377,-0.0048290994,0.034760885
160_271_109__vDNAlon500A04_H02,-0.016019667,-0.009877241,0.09484309,-0.04615017,-0.028047593
160_271_110__vDNAlon500A04_A03,0.0025230725,-0.042922545,0.015333845,-0.03046053,0.02403639
160_271_111__vDNAlon500A04_B03,-0.006543812,0.058064368,0.012168877,-0.037370395,0.039455026
160_271_112__vDNAlon500A04_C03,-0.005416539,0.05736679,0.011857025,-0.039286744,0.035934474
160_271_113__vDNAlon500A04_D03,-0.008584553,0.03201151,0.026452184,0.01795348,0.022907507
160_271_114__vDNAlon500A04_E03,-0.00541758,0.032807603,0.024510715,0.015587778,0.020682648
160_271_115__vDNAlon500A04_F03,-1.9910991E-4,0.04955655,-0.023514457,0.024501896,8.0583524E-4
160_271_116__vDNAlon500A04_G03,1.2393201E-4,0.0046568117,-0.010677691,-0.032678567,-0.011217344
160_271_117__vDNAlon500A04_H03,-0.0061720763,0.0028314875,-0.0069562565,0.0076212063,-0.025179466
160_271_118__vDNAlon500A04_B04,-0.005714123,-9.1651996E-4,-0.026667446,-0.049846236,-0.009092718
160_271_118__vDNAlon500A04_C04,0.0019128899,-0.013384602,-0.0073277177,-0.020733185,-0.026531788
160_271_119__vDNAlon500A04_D04,-0.0075475117,0.012349737,0.010882271,0.0154359555,0.046111874
160_271_119__vDNAlon500A04_E04,-0.0059548826,-0.024519322,0.01833277,-0.038431983,0.026669847
160_271_120__vDNAlon500A04_F04,0.0013143424,-0.022799125,0.034526058,-0.04168057,0.01754215
160_271_121__vDNAlon500A04_G04,-0.0029192,0.010003459,0.06903081,0.02834799,0.023370927
160_271_122__vDNAlon500A04_H04,-0.0043981215,-0.025912767,0.04849349,0.04061626,-0.016420517
160_271_123__vDNAlon500A04_A05,-0.0035899829,0.005943407,0.04302506,0.01612254,-0.03830795
160_271_124__vDNAlon500A04_B05,-5.354791E-4,0.020666165,0.013195538,0.029899098,-0.024756547
160_271_125__vDNAlon500A04_C05,-0.004765824,-0.027643248,-0.011126586,0.007950245,0.055519614
160_271_126__vDNAlon500A04_D05,0.006874644,0.008356104,-0.004043553,0.011114341,0.010805862
160_271_127__vDNAlon500A04_E05,0.0025475353,0.0021595405,0.0046530846,-0.020512788,0.04246898
160_271_128__vDNAlon500A04_F05,0.007971811,0.010709502,-0.03265226,0.0127053885,0.005579971
160_271_129__vDNAlon500A04_G05,0.0021041385,0.010665652,-0.020495156,-0.020047769,-0.020177312
160_271_130__vDNAlon500A04_H05,-4.478832E-4,0.06078601,0.0014801911,0.0047651404,-0.033009913
160_271_131__vDNAlon500A04_A06,-0.007314561,-0.034740184,0.035300925,-0.030717436,-0.026806036
160_271_132__vDNAlon500A04_B06,0.0017315989,0.020575764,0.012654547,0.03846393,0.007295622
160_271_133__vDNAlon500A04_C06,-9.4779657E-4,-0.015291599,0.051737458,0.009062675,0.0010387949
160_271_134__vDNAlon500A04_D06,0.004934922,-0.013021066,-0.0054387376,-0.005936488,-0.053335752
160_271_135__vDNAlon500A04_E06,0.0024847167,-0.006196931,-0.02993166,-0.027069373,-0.025337527
160_271_136__vDNAlon500A04_F06,-0.0016263187,0.02678778,-0.016000504,0.037915096,0.039443724
160_271_137__vDNAlon500A04_G06,-7.876789E-4,-0.0016039432,-0.05539784,-0.054537624,0.0061388733
160_271_138__vDNAlon500A04_H06,0.0030020012,-0.031866897,0.0028796268,-0.030398043,0.030646756
160_271_139__vDNAlon500A04_A07,0.004075809,-0.05490866,0.031933803,0.025725992,-0.024699796
160_271_140__vDNAlon500A04_B07,-0.011468743,0.04290485,0.016402926,0.012453889,-0.048836708
160_271_141__vDNAlon500A04_C07,1.3537271E-4,0.014271153,0.0279282,0.020327931,-0.0071975826
160_271_142__vDNAlon500A04_D07,-0.0051634545,0.042684138,-0.013319853,0.02120397,-0.0072380984
160_271_143__vDNAlon500A04_E07,0.0023650983,-0.043059375,-0.032030225,-0.027845638,-0.015680702
160_271_144__vDNAlon500A04_F07,-0.004010592,0.027606728,-0.017041242,-0.023882704,-0.0070905774
160_271_145__vDNAlon500A04_G07,-0.011667724,0.0069130543,0.030776596,0.02593497,0.032961357
160_271_146__vDNAlon500A04_H07,-0.011115413,0.06483819,-0.033841986,0.017967759,0.014909764
160_271_147__vDNAlon500A04_A08,-0.0057227546,0.0046323794,-0.021285564,0.0071273595,-0.03214685
160_271_148__vDNAlon500A04_B08,0.009359257,-0.04280656,-0.007784332,0.024001472,-0.039466783
160_271_149__vDNAlon500A04_C08,0.0051344545,-0.012700573,-0.016851716,-0.016696751,-0.047767527
160_271_150__vDNAlon500A04_D08,-2.899723E-4,0.01422036,0.03964172,0.0200789,0.00940655
160_271_151__vDNAlon500A04_E08,-0.003716298,0.039075427,-0.025551109,0.013369556,0.017357875
160_271_152__vDNAlon500A04_F08,0.0016940114,-0.012361293,-0.021271635,-1.604384E-4,-0.010244168
160_271_153__vDNAlon500A04_G08,0.0013359401,0.025883969,-0.026248097,0.005480561,0.043377157
160_271_154__vDNAlon500A04_H08,0.0025118156,-0.013239965,-0.0020575658,0.011108071,0.0077764126
160_271_155__vDNAlon500A04_A09,0.010777531,-0.036660112,-0.0054007536,0.026739476,0.0049050893
160_271_156__vDNAlon500A04_B09,6.312484E-4,-0.06474307,0.0063690403,0.013557954,0.020298513
160_271_157__vDNAlon500A04_C09,0.004020839,-0.0026269846,0.02414618,0.033529446,-0.05895739
160_271_158__vDNAlon500A04_D09,0.0017742839,-0.04553557,0.013259522,-7.75077E-4,0.0144726345
160_271_159__vDNAlon500A04_E09,0.003050273,-0.030124875,0.049505487,-0.0037949926,-0.04864927
160_271_160__vDNAlon500A04_F09,-9.050007E-4,0.043260653,-0.032858115,0.027553253,0.008808081
160_271_161__vDNAlon500A04_G09,-0.002129198,-0.03728866,0.022985674,-0.019429218,0.05582006
160_271_162__vDNAlon500A04_H09,-0.0027700954,-0.040503923,0.023018038,0.008525462,0.057066005
160_271_163__vDNAlon500A04_A10,0.0036201323,-0.0067726267,-0.059501417,-0.029126106,0.024350947
160_271_164__vDNAlon500A04_B10,-0.0016330663,-0.0503248,0.004633697,-0.017209943,0.013629535
160_271_165__vDNAlon500A04_C10,0.0010975107,-0.0520095,0.063389644,-0.006001914,-0.046099354
160_271_166__vDNAlon500A04_D10,0.0065475143,0.024106065,-0.024756057,-0.013557773,-0.023486929
160_271_167__vDNAlon500A04_E10,-0.0015830029,-0.0031180026,-0.04479402,-0.063529894,-0.008557805
160_271_168__vDNAlon500A04_F10,-3.3908823E-4,-0.03808265,0.056576047,0.009617791,-0.013439385
160_271_169__vDNAlon500A04_G10,-0.0018327965,0.023744253,-0.04155985,-0.041512184,-0.022738973
160_271_170__vDNAlon500A04_H10,0.011968165,0.0049001626,-0.033807,-0.0073079583,-0.07191218
160_271_171__vDNAlon500A04_A11,0.0042498424,-0.03367161,-0.020959003,-0.027275993,-0.02654162
160_271_172__vDNAlon500A04_B11,0.0027861914,0.017346503,0.017267864,0.0050799274,0.0021964014
160_271_173__vDNAlon500A04_C11,0.004575426,0.008052779,0.02266624,0.025929214,0.023382662
160_271_174__vDNAlon500A04_D11,-0.008009002,0.0052740374,0.037030004,-0.03465238,-0.067972444
160_271_175__vDNAlon500A04_E11,-0.0023590438,-2.622145E-4,-0.06308552,-0.02011885,0.046972543
160_271_176__vDNAlon500A04_F11,-4.69911E-4,-0.054331552,7.445373E-4,0.0050883126,0.027719077
160_271_177__vDNAlon500A04_G11,6.406509E-5,-0.022163391,0.034578677,-0.027280463,-0.0051114424
160_271_178__vDNAlon500A04_H11,-0.0030004843,-0.056139003,0.04401366,-0.0030538132,-4.7711507E-4
160_271_179__vDNAlon500A04_A12,0.0029126927,-7.0187874E-4,-0.014993842,0.05421822,0.009234777
160_271_180__vDNAlon500A04_B12,8.3638786E-4,0.042343702,-0.060302567,-0.028759679,0.028127538
160_271_181__vDNAlon500A04_C12,-3.0401855E-4,0.0036917592,0.024587564,0.060480632,0.023659414
160_271_182__vDNAlon500A04_D12,-0.0027713012,0.007961333,0.002132759,0.011451375,0.067921095
160_271_183__vDNAlon500A04_E12,-0.0010230946,-0.00826069,-0.008232308,-0.0104393335,0.03998022
160_271_184__vDNAlon500A04_F12,0.0045228843,-0.04342943,-0.007561273,0.01057481,0.008045515
160_271_185__vDNAlon500A04_G12,-0.004449464,-0.00896305,-0.031899277,-0.05816315,0.03596406
160_271_186__vDNAlon500A04_H12,0.0067754886,0.007632403,-0.022690764,0.02701348,-0.0131645985
160_271_187__vDNAlon501A05_A01,-9.072671E-4,0.02751546,-0.010993452,-0.0029683225,-0.028068595
160_271_188__vDNAlon501A05_B01,0.0023552275,-0.0590622,0.01756144,0.04433082,-0.012612768
160_271_189__vDNAlon501A05_C01,-0.001099522,-0.014029094,0.011894873,-0.06880629,-0.037137285
160_271_190__vDNAlon501A05_D01,-2.093155E-4,-0.0011954085,0.02418874,0.003253589,-4.835105E-4
160_271_191__vDNAlon501A05_E01,0.0019828137,-0.032646865,0.014842765,-0.05514628,0.01855931
160_271_192__vDNAlon501A05_F01,0.0063980212,-0.010893824,-0.045914445,0.016643679,0.018529603
160_271_193__vDNAlon501A05_G01,-6.8773574E-5,0.039991383,-0.03121631,-0.019832814,0.01095595
160_271_194__vDNAlon501A05_H01,-0.0072406386,0.021896174,4.175799E-4,0.052950438,0.04185375
160_271_195__vDNAlon501A05_A02,-0.0049596177,-0.00893766,-0.013629377,-0.03523465,0.01973472
160_271_196__vDNAlon501A05_B02,0.0022445766,0.028272746,-0.04579413,0.009896912,-0.011853129
160_271_197__vDNAlon501A05_C02,-0.0020202617,0.031167049,-0.025572756,0.0032917236,-0.009528912
160_271_198__vDNAlon501A05_D02,-0.0039518173,-0.016651107,-0.007220466,-0.041804936,0.027758
160_271_199__vDNAlon501A05_E02,-4.5637175E-4,0.009490626,1.8888288E-4,0.06337141,0.06622798
160_271_200__vDNAlon501A05_F02,-5.618838E-4,-0.046802945,-0.00979895,-0.053797994,-0.0067069954
160_271_201__vDNAlon501A05_G02,7.4100716E-4,0.0049107973,-0.02655226,0.0103146415,-0.037200466
160_271_202__vDNAlon501A05_H02,8.5356616E-4,-0.017939188,-0.04163841,0.005003382,-0.043603122
160_271_203__vDNAlon501A05_A03,-0.004149693,0.05839359,0.007006964,0.02936209,0.010904613
160_271_204__vDNAlon501A05_B03,0.007117375,0.053509682,-0.032383792,-0.01758288,0.01896589
160_271_205__vDNAlon501A05_C03,0.0053984136,-0.04073433,0.0050383387,-0.027459765,0.0013047034
160_271_206__vDNAlon501A05_D03,2.6632877E-4,0.030057767,-0.04505324,0.06326562,0.03392317
160_271_207__vDNAlon501A05_E03,-0.0010954266,0.020019772,-0.037712563,0.007041221,0.0067139775
160_271_208__vDNAlon501A05_F03,-0.0056871986,-1.4594794E-4,0.041800343,0.0453497,0.021525452
160_271_209__vDNAlon501A05_G03,8.423556E-5,0.008256343,0.043210573,0.033328637,0.017526386
160_271_210__vDNAlon501A05_H03,-0.009009147,0.06385511,0.024325678,-0.044109434,-0.020207545
160_271_211__vDNAlon501A05_A04,0.0018049957,-0.052030645,0.03296165,0.027826443,-0.015623708
160_271_212__vDNAlon501A05_B04,-0.001546328,-0.03852713,-0.010016459,0.018603085,0.03953595
160_271_213__vDNAlon501A05_C04,-0.0041689,-0.013001928,0.06466281,0.007595721,0.040130015
160_271_214__vDNAlon501A05_D04,0.007349001,0.008082384,-0.03565385,-0.046142016,-0.015060575
160_271_215__vDNAlon501A05_E04,0.008521869,0.025225673,-0.012459768,-0.004513871,-0.06387718
160_271_216__vDNAlon501A05_F04,0.0019241587,0.06297804,0.02891058,-0.009338252,-0.05803429
160_271_217__vDNAlon501A05_G04,0.0028242709,0.014765442,-0.0027030096,0.06800494,-0.037145004
160_271_218__vDNAlon501A05_H04,0.005242802,-0.0016747068,-0.07724839,-0.014124237,-0.0026243841
160_271_219__vDNAlon501A05_F05,0.0016381028,0.01672045,-0.037980102,0.03813046,0.01686824
160_271_220__vDNAlon501A05_G05,0.005123467,0.035897277,0.002960741,0.018164514,-0.011427377
160_271_221__vDNAlon501A05_H05,0.0011520974,-0.022298886,-0.07231498,-0.036618274,0.03118534
160_271_222__vDNAlon501A05_A06,-0.012165121,0.017864132,0.07203761,-0.009230055,0.052728396
160_271_223__vDNAlon501A05_B06,-0.007606952,0.0292421,-0.007159547,-0.04048266,0.018954586
160_271_224__vDNAlon501A05_C06,0.0011296043,4.484809E-4,0.0021596574,0.014597482,0.055864923
160_271_225__vDNAlon501A05_D06,-9.371988E-4,-0.0015139581,0.047598094,0.044871945,-0.014922966
160_271_226__vDNAlon501A05_E06,8.679687E-4,-0.05440929,-0.015044359,-0.01720664,0.031565793
160_271_227__vDNAlon501A05_F06,-0.0012262797,0.021455972,0.0054474417,0.01152736,-0.047389645
160_271_228__vDNAlon501A05_G06,-0.014436836,-0.019986445,0.028390024,0.056298327,0.0024119932
160_271_229__vDNAlon501A05_H06,2.8790865E-4,-0.0012042569,-0.0048668752,-0.009067158,0.0025033653
160_271_230__vDNAlon501A05_A07,-0.0011299765,-0.060028102,0.018119516,-0.00258856,-0.027676769
160_271_231__vDNAlon501A05_B07,0.008164219,0.013637592,-0.02434686,0.028576294,0.031397283
160_271_232__vDNAlon501A05_C07,0.0020636292,0.027460976,-0.027376942,0.021381674,-0.016520858
160_271_233__vDNAlon501A05_D07,0.0020570408,-0.056531925,0.01082788,0.019989293,0.017360767
160_271_234__vDNAlon501A05_E07,0.0027561428,0.024593262,-0.045988895,-0.03433412,0.022510976
160_271_235__vDNAlon501A05_F07,0.0031681033,0.0024725145,0.009243117,-0.0058124545,0.07330789
